#,Event UUID,Title,Subtitle,Discipline,Competition,Stage,Group #,Time,Performance #,Ranked,Rank,Mark Total,Team,Team Rank,Team Mark,Code,Athlete #,External ID,Surname,Given Name,Representing,Date of Birth,Sex,Routine #,Mark,# Elements,Bonus,Penalty,Judge,∑,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,L,A
1,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,1,TRUE,5,98750,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,47200,10,0,0,E1,77,0,2,1,1,1,2,3,4,3,4,2,
316,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,E8,71,2,2,3,3,3,2,2,2,4,4,2,
317,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,E∑,147,4,2,4,6,6,4,4,5,6,8,4,0
318,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,T,14915,,,,,,,,,,,,
319,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,D,132,0,,,,,,,,,,,
320,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Final,1,,8,TRUE,5,51515,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,51515,10,0,0,H,870,870,0,,,,,,,,,,
321,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,E1,84,2,1,2,1,1,1,2,2,2,2,0,
322,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,E2,75,3,2,3,1,2,2,3,3,3,3,0,
323,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,E3,84,3,1,1,1,1,1,2,2,1,3,0,
324,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,E4,83,3,1,2,1,2,1,1,2,2,2,0,
325,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,E5,81,4,1,2,1,2,1,2,2,2,2,0,
326,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,E8,78,3,2,2,3,2,1,2,2,1,3,1,
327,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,E∑,163,6,2,4,2,4,2,4,4,4,5,0,0
328,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,T,16605,,,,,,,,,,,,
329,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,D,56,0,,,,,,,,,,,
330,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,1,47405,10,0,0,H,890,890,0,,,,,,,,,,
331,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,E1,51,2,2,3,2,3,3,4,,,,,
332,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,E2,49,2,3,3,2,3,4,4,,,,,
333,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,E3,51,2,3,3,3,2,3,3,,,,,
334,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,E4,51,2,3,2,3,3,3,3,,,,,
335,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,E5,47,3,4,3,3,3,3,4,,,,,
336,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,E8,53,1,2,3,2,3,3,3,,,,,
337,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,E∑,100,4,6,6,5,6,6,7,0,0,0,0,0
338,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,T,11720,,,,,,,,,,,,
339,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,D,115,0,,,,,,,,,,,
340,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,1,TRUE,9,87525,0,99,0,9,1,0,RODRIGUEZ,Victor,MEX,01/01/0001,,2,40120,7,0,0,H,690,690,0,,,,,,,,,,
341,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,E1,58,0,0,0,0,1,1,,,,,,
342,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,E2,57,0,0,0,0,1,2,,,,,,
343,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,E3,58,0,1,0,0,1,0,,,,,,
344,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,E4,60,0,0,0,0,0,0,,,,,,
345,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,E5,59,0,0,0,0,1,0,,,,,,
346,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,E8,57,0,0,0,1,1,1,,,,,,
347,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,E∑,117,0,0,0,0,2,1,0,0,0,0,0,0
348,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,T,10395,,,,,,,,,,,,
349,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,D,0,0,,,,,,,,,,,
350,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,1,27295,6,0,0,H,520,520,0,,,,,,,,,,
351,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,E1,77,2,3,1,3,3,2,1,2,2,2,2,
352,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,E2,78,0,2,2,3,3,2,2,2,2,2,2,
353,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,E3,83,1,1,1,2,2,1,1,2,1,3,2,
354,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,E4,78,1,2,2,2,2,2,2,2,2,3,2,
355,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,E5,82,2,2,2,2,2,1,1,1,0,3,2,
356,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,E8,78,1,2,2,3,2,2,2,2,1,3,2,
357,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,E∑,157,2,4,4,5,4,4,3,4,3,6,4,0
358,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,T,15875,,,,,,,,,,,,
359,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,D,150,0,,,,,,,,,,,
360,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,2,TRUE,10,83770,0,99,0,3,1,0,BURNETT,Jason,CAN,01/01/0001,,2,56475,10,0,0,H,990,990,0,,,,,,,,,,
361,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,E1,75,2,1,1,1,2,2,5,4,3,3,1,
362,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,E2,75,2,2,0,1,2,2,5,4,3,4,0,
363,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,E3,75,3,2,0,1,1,3,4,5,2,4,0,
364,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,E4,78,2,1,0,1,2,2,5,3,2,3,1,
365,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,E5,75,2,1,1,0,2,2,5,4,3,4,1,
366,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,E8,73,3,2,0,1,2,3,5,4,2,4,1,
367,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,E∑,150,4,3,0,2,4,4,10,8,5,8,2,0
368,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,T,15680,,,,,,,,,,,,
369,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,D,47,0,,,,,,,,,,,
370,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,1,44680,10,0,0,H,930,930,0,,,,,,,,,,
371,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,E1,60,2,2,4,2,5,5,5,5,4,5,1,
372,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,E2,59,3,3,4,2,5,5,5,5,4,4,1,
373,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,E3,62,2,2,3,2,4,5,5,5,4,5,1,
374,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,E4,63,2,2,4,1,5,4,5,5,4,4,1,
375,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,E5,64,2,2,3,2,4,4,4,5,4,4,2,
376,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,E8,60,3,2,4,2,5,5,4,5,4,4,2,
377,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,E∑,122,4,4,8,4,10,10,10,10,8,8,2,0
378,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,T,14935,,,,,,,,,,,,
379,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,D,109,0,,,,,,,,,,,
380,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,3,TRUE,8,91815,0,99,0,7,1,0,MATEO,Junior,DOM,01/01/0001,,2,47135,10,0,0,H,910,910,0,,,,,,,,,,
381,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,E1,86,2,2,3,1,1,1,1,0,1,2,0,
382,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,E2,88,2,2,2,0,1,0,1,0,2,2,0,
383,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,E3,87,2,2,3,1,1,0,1,0,1,2,0,
384,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,E4,88,2,1,2,1,1,0,1,0,2,2,0,
385,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,E5,87,3,2,2,1,1,0,1,0,1,2,0,
386,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,E8,87,2,1,3,1,0,1,2,0,1,2,0,
387,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,E∑,175,4,4,5,2,2,0,2,0,2,4,0,0
388,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,T,16110,,,,,,,,,,,,
389,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,D,62,0,,,,,,,,,,,
390,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,1,49310,10,0,0,H,950,950,0,,,,,,,,,,
391,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,E1,78,2,2,2,2,3,2,2,2,1,3,1,
392,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,E2,78,1,2,2,2,2,3,3,2,2,3,0,
393,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,E3,77,2,3,3,2,2,3,2,2,1,3,0,
394,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,E4,77,2,3,3,2,2,2,2,2,2,3,0,
